data,uf,canal,categoria,segmento,produto,quantidade,receita,custo,lucro
2023-06-01 14:36:26.794717888,RS,Online,Eletrônicos,Distribuidor,Produto_115,11,1.702.969.146.160.410,1.213.818.460.678.470,489.150.685.481.941
2023-06-01 21:37:05.690276110,SP,Representante,Acessórios,Distribuidor,Produto_40,8,2.763.064.118.111.200,22.610.172.539.941.100,50.204.686.411.709.200
2023-06-01 21:37:05.690276110,RS,Loja Física,Acessórios,Distribuidor,Produto_88,3,5.776.780.402.629.970,3.536.658.276.052.260,2.240.122.126.577.700
2023-06-02 04:37:44.585834334,RS,Online,Serviços,Varejo,Produto_117,12,962.580.537.574.102,5.500.443.464.833.430,41.253.619.109.075.800
2023-06-02 11:38:23.481392556,MG,Representante,Eletrônicos,Corporativo,Produto_83,14,5.913.344.857.552.430,4.043.410.318.285.140,18.699.345.392.672.800
2023-06-02 11:38:23.481392556,SP,Loja Física,Informática,Corporativo,Produto_109,7,162.789.889.429.621,12.614.960.131.191.000,36.640.288.117.710.500
2023-06-03 01:39:41.272509004,RS,Online,Eletrônicos,Corporativo,Produto_25,7,10.016.024.443.010.800,8.487.824.644.439.770,1.528.199.798.571.070
2023-06-03 08:40:20.168067226,ES,Loja Física,Informática,Corporativo,Produto_75,5,7.132.670.499.804.900,5.395.509.564.375.780,1.737.160.935.429.120
2023-06-03 08:40:20.168067226,SC,Loja Física,Móveis,Distribuidor,Produto_58,1,9.620.851.591.842.740,5.388.474.447.468.890,42.323.771.443.738.400
2023-06-03 15:40:59.063625450,ES,Representante,Informática,Corporativo,Produto_73,9,16.694.729.504.355.700,11.255.591.899.097.200,5.439.137.605.258.500
2023-06-04 05:42:16.854741896,ES,Representante,Serviços,Distribuidor,Produto_117,2,6.824.684.174.311.610,4.450.372.813.770.780,23.743.113.605.408.300
2023-06-04 05:42:16.854741896,SP,Loja Física,Móveis,Varejo,Produto_46,10,37.223.679.851.998.900,22.022.570.876.934.800,1.520.110.897.506.400
2023-06-04 12:42:55.750300120,RS,Online,Informática,Corporativo,Produto_38,13,1.782.824.032.418.200,13.571.684.215.043.600,4.256.556.109.138.340
2023-06-05 02:44:13.541416566,SC,Loja Física,Acessórios,Distribuidor,Produto_89,11,25.829.858.032.472.300,19.931.164.756.681.200,5.898.693.275.791.140
2023-06-05 02:44:13.541416566,SP,Marketplace,Informática,Corporativo,Produto_31,13,13.860.244.835.621.400,931.615.689.431.166,4.544.087.941.309.780
2023-06-05 09:44:52.436974790,PR,Online,Eletrônicos,Varejo,Produto_45,8,10.631.658.986.221.200,7.179.960.124.913.400,3.451.698.861.307.830
2023-06-05 09:44:52.436974790,RS,Loja Física,Serviços,Distribuidor,Produto_101,4,901.162.382.676.116,6.730.272.794.520.370,22.813.510.322.407.800
2023-06-06 13:47:28.019207682,SC,Loja Física,Informática,Varejo,Produto_54,9,7.050.596.421.487.130,5.884.702.843.703.370,11.658.935.777.837.500
2023-06-07 10:49:24.705882352,ES,Online,Serviços,Corporativo,Produto_93,6,13.885.986.404.980.100,9.332.721.843.117.620,4.553.264.561.862.500
2023-06-07 17:50:03.601440576,MG,Marketplace,Informática,Corporativo,Produto_78,12,7.149.877.947.772.820,513.278.643.195.051,20.170.915.158.223.100
2023-06-08 00:50:42.496998800,SC,Representante,Móveis,Varejo,Produto_46,2,4.216.041.644.727.590,34.427.460.250.604.900,7.732.956.196.671.020
2023-06-08 00:50:42.496998800,SC,Representante,Móveis,Distribuidor,Produto_112,6,8.997.373.563.197.950,7.506.346.348.780.100,14.910.272.144.178.500
2023-06-08 00:50:42.496998800,SP,Marketplace,Móveis,Corporativo,Produto_76,5,9.930.143.079.011.310,6.704.853.465.690.620,32.252.896.133.206.900
2023-06-08 00:50:42.496998800,RS,Marketplace,Acessórios,Corporativo,Produto_77,14,3.295.789.869.581.980,2.434.273.620.987.010,8.615.162.485.949.690
2023-06-08 07:51:21.392557022,RS,Online,Serviços,Distribuidor,Produto_21,12,12.873.751.948.698.000,10.784.215.894.182.800,20.895.360.545.152.300
2023-06-09 04:53:18.079231692,RJ,Online,Eletrônicos,Varejo,Produto_45,2,10.803.270.143.260.700,7.528.094.153.234.110,32.751.759.900.266.100
2023-06-09 11:53:56.974789916,SC,Online,Móveis,Corporativo,Produto_43,14,1.136.765.461.018.160,9.193.658.211.087.630,21.739.963.990.939.800
2023-06-09 11:53:56.974789916,ES,Loja Física,Serviços,Varejo,Produto_85,5,7.445.336.401.541.150,4.502.793.671.681.920,2.942.542.729.859.230
2023-06-09 18:54:35.870348140,BA,Online,Acessórios,Distribuidor,Produto_76,12,7.126.654.323.557.880,5.395.684.569.683.170,1.730.969.753.874.700
2023-06-10 15:56:32.557022808,SP,Online,Informática,Varejo,Produto_103,13,12.018.322.004.189.500,805.846.248.540.067,3.959.859.518.788.840
2023-06-10 22:57:11.452581032,ES,Online,Serviços,Distribuidor,Produto_62,8,5.659.190.951.701.030,4.520.219.967.421.080,11.389.709.842.799.400
2023-06-11 05:57:50.348139256,ES,Loja Física,Móveis,Distribuidor,Produto_91,14,2.365.279.653.264.000,1.644.273.935.151.580,7.210.057.181.124.190
2023-06-11 05:57:50.348139256,PR,Loja Física,Móveis,Varejo,Produto_67,11,1.881.868.059.663.050,15.753.156.582.709.200,30.655.240.139.212.500
2023-06-11 19:59:08.139255702,BA,Marketplace,Acessórios,Varejo,Produto_28,10,4.802.807.142.556.530,3.483.502.076.179.510,13.193.050.663.770.200
2023-06-12 10:00:25.930372148,BA,Marketplace,Eletrônicos,Distribuidor,Produto_95,2,32.865.050.708.055.500,2.686.841.183.510.580,5.996.638.872.949.700
2023-06-12 17:01:04.825930372,PR,Online,Eletrônicos,Distribuidor,Produto_27,8,4.099.666.167.508.430,29.705.693.443.907.500,1.129.096.823.117.680
2023-06-12 17:01:04.825930372,SP,Online,Informática,Corporativo,Produto_51,6,9.163.330.171.151.880,7.784.003.166.355.130,13.793.270.047.967.400
2023-06-13 00:01:43.721488596,MG,Loja Física,Acessórios,Varejo,Produto_73,11,9.371.090.438.960.080,7.949.271.073.146.890,14.218.193.658.131.800
2023-06-13 07:02:22.617046818,MG,Online,Serviços,Distribuidor,Produto_18,1,2.173.627.871.899.900,1.415.172.137.802.950,7.584.557.340.969.510
2023-06-13 07:02:22.617046818,BA,Online,Eletrônicos,Corporativo,Produto_40,11,1.346.649.036.392.020,11.435.876.322.097.800,20.306.140.418.224.100
2023-06-13 14:03:01.512605042,MG,Online,Serviços,Distribuidor,Produto_46,10,33.948.109.736.391.300,24.152.909.890.162.900,9.795.199.846.228.310
2023-06-13 14:03:01.512605042,SC,Marketplace,Informática,Distribuidor,Produto_66,2,15.550.309.701.725.000,11.864.401.640.647.800,368.590.806.107.715
2023-06-14 04:04:19.303721488,RJ,Online,Acessórios,Distribuidor,Produto_101,14,20.245.013.872.492.100,12.498.676.073.645.900,7.746.337.798.846.200
2023-06-14 04:04:19.303721488,MG,Online,Serviços,Varejo,Produto_116,4,5.804.449.365.007.870,3.859.487.759.749.940,19.449.616.052.579.300
2023-06-15 08:06:54.885954382,ES,Online,Serviços,Varejo,Produto_51,13,32.067.685.494.671.400,2.200.426.912.734.050,10.063.416.367.330.900
2023-06-15 15:07:33.781512604,ES,Online,Serviços,Corporativo,Produto_112,2,11.278.167.235.555.400,6.319.191.109.206.640,49.589.761.263.487.600
2023-06-15 22:08:12.677070828,RS,Online,Eletrônicos,Varejo,Produto_6,8,10.331.087.795.041.800,7.969.923.627.185.090,23.611.641.678.567.300
2023-06-16 12:09:30.468187274,SC,Online,Móveis,Varejo,Produto_19,1,16.745.044.703.665.200,10.735.182.748.707.900,6.009.861.954.957.220
2023-06-16 19:10:09.363745498,BA,Loja Física,Acessórios,Varejo,Produto_63,12,18.616.336.820.802.200,15.455.256.951.977.700,3.161.079.868.824.510
2023-06-17 02:10:48.259303722,SC,Loja Física,Móveis,Distribuidor,Produto_63,14,1.013.144.926.933.610,6.953.974.015.758.540,31.774.752.535.776.000
2023-06-17 09:11:27.154861944,SP,Loja Física,Serviços,Distribuidor,Produto_57,8,7.044.068.551.028.140,4.980.846.070.159.220,20.632.224.808.689.200
2023-06-17 16:12:06.050420168,RJ,Marketplace,Móveis,Corporativo,Produto_48,2,9.560.268.219.624.020,7.797.256.608.297.420,1.763.011.611.326.590
2023-06-17 16:12:06.050420168,BA,Loja Física,Acessórios,Corporativo,Produto_65,7,7.743.057.097.191.860,5.865.058.100.285.530,187.799.899.690.633
2023-06-17 23:12:44.945978392,MG,Online,Acessórios,Distribuidor,Produto_92,6,46.239.303.462.783.000,30.416.239.703.328.800,15.823.063.759.454.200
2023-06-17 23:12:44.945978392,RS,Online,Móveis,Distribuidor,Produto_65,14,3.835.513.123.200.400,24.189.236.294.865.200,14.165.894.937.138.700
2023-06-18 20:14:41.632653062,RS,Representante,Serviços,Distribuidor,Produto_107,4,5.901.449.987.072.060,4.238.052.312.103.190,16.633.976.749.688.700
2023-06-18 20:14:41.632653062,BA,Online,Informática,Corporativo,Produto_52,9,4.801.640.552.159.860,29.327.731.252.507.300,18.688.674.269.091.300
2023-06-19 03:15:20.528211284,SC,Loja Física,Informática,Corporativo,Produto_86,6,9.528.640.121.234.650,6.313.482.953.728.620,32.151.571.675.060.300
2023-06-19 10:15:59.423769508,SP,Marketplace,Informática,Distribuidor,Produto_113,13,27.221.751.084.916.200,17.115.754.727.398,10.105.996.357.518.200
2023-06-19 10:15:59.423769508,SC,Online,Móveis,Varejo,Produto_10,13,99.630.323.881.453,5.628.826.127.579.130,4.334.206.260.566.160
2023-06-19 10:15:59.423769508,ES,Marketplace,Acessórios,Corporativo,Produto_53,4,7.638.709.698.657.660,4.717.113.298.689.620,29.215.963.999.680.300
2023-06-19 17:16:38.319327730,BA,Loja Física,Informática,Corporativo,Produto_55,9,7.151.014.337.242.920,4.697.013.403.394.660,2.454.000.933.848.250
2023-06-19 17:16:38.319327730,PR,Representante,Informática,Varejo,Produto_5,14,1.653.996.411.687.290,12.771.157.891.211.700,3.768.806.225.661.220
2023-06-19 17:16:38.319327730,RJ,Representante,Móveis,Distribuidor,Produto_13,11,2.309.026.296.536.320,15.383.483.279.487.100,7.706.779.685.876.060
2023-06-20 00:17:17.214885954,SC,Representante,Acessórios,Varejo,Produto_26,10,17.304.834.340.144.000,14.652.239.000.797.100,265.259.533.934.685
2023-06-20 07:17:56.110444178,SC,Marketplace,Eletrônicos,Varejo,Produto_108,4,244.995.562.714.666,14.258.656.513.315.500,10.240.899.758.151.000
2023-06-21 11:20:31.692677070,ES,Marketplace,Eletrônicos,Corporativo,Produto_53,3,10.860.135.063.627.500,8.927.084.688.685.420,19.330.503.749.421.400
2023-06-21 11:20:31.692677070,RS,Loja Física,Acessórios,Corporativo,Produto_75,4,491.008.318.944.311,35.926.462.029.685.100,13.174.369.864.745.900
2023-06-21 11:20:31.692677070,MG,Loja Física,Móveis,Distribuidor,Produto_35,3,2.722.551.187.683.490,19.209.216.641.142.100,8.016.295.235.692.840
2023-06-22 22:23:46.170468188,RS,Marketplace,Serviços,Varejo,Produto_92,12,5.144.181.795.506.550,297.662.319.970.399,21.675.585.958.025.600
2023-06-23 05:24:25.066026410,SC,Loja Física,Acessórios,Corporativo,Produto_21,7,7.336.135.019.445.060,5.342.471.919.861.360,19.936.630.995.836.900
2023-06-23 05:24:25.066026410,SC,Loja Física,Móveis,Distribuidor,Produto_35,9,2.643.775.087.255.310,1.611.202.763.315.480,1.032.572.323.939.820
2023-06-23 05:24:25.066026410,SC,Online,Informática,Varejo,Produto_70,2,32.878.664.345.660.000,22.125.823.083.974.700,1.075.284.126.168.530
2023-06-23 05:24:25.066026410,SP,Loja Física,Eletrônicos,Corporativo,Produto_8,8,15.748.734.054.502.900,9.563.139.145.352.000,6.185.594.909.150.930
2023-06-23 12:25:03.961584634,SC,Marketplace,Acessórios,Distribuidor,Produto_61,14,11.787.314.375.139.800,7.209.478.332.122.940,45.778.360.430.169.300
2023-06-23 19:25:42.857142856,ES,Online,Informática,Corporativo,Produto_9,11,23.069.289.659.228.300,17.575.788.438.030.100,5.493.501.221.198.190
2023-06-23 19:25:42.857142856,BA,Loja Física,Móveis,Distribuidor,Produto_79,2,3.343.552.973.751.470,2.007.566.951.971.330,13.359.860.217.801.400
2023-06-24 02:26:21.752701080,ES,Representante,Eletrônicos,Varejo,Produto_78,14,22.588.718.746.198.200,18.760.519.736.457.500,38.281.990.097.407.400
2023-06-24 09:27:00.648259304,BA,Loja Física,Eletrônicos,Varejo,Produto_3,10,1.314.737.876.708.890,1.046.617.902.348.330,26.811.997.436.056.000
2023-06-24 09:27:00.648259304,SP,Marketplace,Acessórios,Distribuidor,Produto_16,4,6.847.928.879.872.430,5.765.069.935.682.660,1.082.858.944.189.770
2023-06-25 06:28:57.334933974,ES,Representante,Informática,Varejo,Produto_62,14,31.291.071.842.662.000,1.750.364.399.177.670,13.787.427.850.885.300
2023-06-25 13:29:36.230492196,BA,Representante,Eletrônicos,Corporativo,Produto_9,7,6.937.570.727.830.640,4.330.366.016.452.970,2.607.204.711.377.660
2023-06-25 13:29:36.230492196,PR,Representante,Móveis,Corporativo,Produto_57,14,30.614.637.293.159.400,2.297.862.809.100.830,7.636.009.202.151.100
2023-06-25 20:30:15.126050420,ES,Loja Física,Informática,Corporativo,Produto_113,1,6.176.666.125.308.530,5.136.051.575.245.290,10.406.145.500.632.300
2023-06-26 03:30:54.021608644,BA,Marketplace,Móveis,Distribuidor,Produto_47,8,9.571.146.386.132.660,65.097.811.234.967.400,3.061.365.262.635.910
2023-06-27 07:33:29.603841536,ES,Loja Física,Serviços,Distribuidor,Produto_87,9,1.323.104.999.452.510,1.023.450.540.095.220,29.965.445.935.728.400
2023-06-27 07:33:29.603841536,BA,Marketplace,Serviços,Distribuidor,Produto_75,2,2.696.561.981.948.650,17.916.242.008.064.600,9.049.377.811.421.900
2023-06-27 14:34:08.499399760,PR,Representante,Eletrônicos,Corporativo,Produto_99,6,8.753.769.512.361.190,681.541.127.897.389,19.383.582.333.873.000
2023-06-27 21:34:47.394957984,PR,Online,Eletrônicos,Varejo,Produto_60,6,1.276.204.698.252.240,842.466.465.733.804,433.738.232.518.437
2023-06-28 04:35:26.290516206,MG,Representante,Eletrônicos,Varejo,Produto_20,1,13.405.264.647.221.000,10.987.193.975.466.800,24.180.706.717.541.800
2023-06-28 18:36:44.081632652,PR,Online,Acessórios,Varejo,Produto_56,4,4.337.120.616.289.300,3.199.843.165.461.290,11.372.774.508.280.100
2023-06-28 18:36:44.081632652,ES,Representante,Eletrônicos,Distribuidor,Produto_25,9,20.253.492.718.458.500,1.717.304.997.176.810,3.080.442.746.690.370
2023-06-29 08:38:01.872749100,RS,Online,Acessórios,Varejo,Produto_118,14,15.294.665.392.021.100,9.481.165.323.953.290,58.135.000.680.678.000
2023-06-29 15:38:40.768307322,PR,Loja Física,Serviços,Distribuidor,Produto_104,4,27.897.123.117.624.400,17.701.141.473.683.500,10.195.981.643.940.800
2023-06-29 15:38:40.768307322,RJ,Marketplace,Eletrônicos,Corporativo,Produto_11,11,12.316.762.451.336.500,10.019.710.222.742.200,2.297.052.228.594.240
2023-06-30 05:39:58.559423770,ES,Loja Física,Serviços,Distribuidor,Produto_115,7,16.722.523.634.296.600,10.223.366.850.387.300,6.499.156.783.909.260
2023-06-30 05:39:58.559423770,PR,Loja Física,Serviços,Corporativo,Produto_58,9,13.028.597.032.097.300,7.309.539.549.807.090,57.190.574.822.902.300
2023-06-30 12:40:37.454981992,SP,Marketplace,Serviços,Varejo,Produto_54,14,61.384.697.124.040.000,36.714.787.260.782.200,2.466.990.986.325.780
2023-06-30 19:41:16.350540216,BA,Online,Serviços,Corporativo,Produto_2,7,15.111.462.256.843.700,11.694.113.038.783.600,3.417.349.218.060.040
2023-06-30 19:41:16.350540216,SC,Marketplace,Serviços,Varejo,Produto_34,14,28.845.256.424.709.000,23.797.463.398.095.200,5.047.793.026.613.830
2023-06-30 19:41:16.350540216,RJ,Marketplace,Eletrônicos,Varejo,Produto_92,13,842.791.247.103.617,6.738.561.282.172.430,16.893.511.888.637.300
2023-07-01 09:42:34.141656662,RS,Online,Informática,Corporativo,Produto_58,2,3.245.178.233.097.630,25.358.858.922.469.600,7.092.923.408.506.710
2023-07-01 23:43:51.932773110,RS,Marketplace,Eletrônicos,Corporativo,Produto_65,1,34.253.157.308.696.800,19.635.804.412.107.900,1.461.735.289.658.880
2023-07-03 10:47:06.410564226,PR,Online,Eletrônicos,Corporativo,Produto_73,4,957.660.888.018.458,5.330.816.716.510.930,4.245.792.163.673.640
2023-07-03 10:47:06.410564226,PR,Marketplace,Acessórios,Distribuidor,Produto_57,1,14.624.636.866.971.600,10.077.008.331.387.300,4.547.628.535.584.310
2023-07-03 10:47:06.410564226,RS,Marketplace,Serviços,Varejo,Produto_95,3,7.211.439.805.458.930,4.853.106.418.034.350,23.583.333.874.245.800
2023-07-03 10:47:06.410564226,RJ,Marketplace,Informática,Corporativo,Produto_105,3,34.899.116.719.187.500,2.901.779.100.155.130,5.881.325.717.636.270
2023-07-03 17:47:45.306122448,RS,Loja Física,Acessórios,Corporativo,Produto_60,11,16.120.714.669.063.200,11.619.044.389.695.000,4.501.670.279.368.170
2023-07-03 17:47:45.306122448,ES,Online,Eletrônicos,Corporativo,Produto_18,3,5.805.359.462.768.050,4.770.106.067.528.010,10.352.533.952.400.400
2023-07-04 00:48:24.201680672,RS,Representante,Serviços,Corporativo,Produto_87,2,2.905.894.800.094.480,16.059.867.598.573.300,12.999.080.402.371.400
2023-07-04 00:48:24.201680672,BA,Marketplace,Acessórios,Varejo,Produto_98,3,5.547.645.068.274.280,3.378.383.129.562.950,2.169.261.938.711.330
2023-07-04 07:49:03.097238896,PR,Loja Física,Acessórios,Corporativo,Produto_42,8,5.147.818.937.485.820,4.137.490.181.441.660,10.103.287.560.441.500
2023-07-04 07:49:03.097238896,BA,Online,Eletrônicos,Corporativo,Produto_57,7,10.043.382.712.266.600,771.659.924.879.798,23.267.834.634.686.500
2023-07-04 14:49:41.992797118,ES,Representante,Informática,Distribuidor,Produto_94,13,6.777.082.988.559.640,542.078.887.277.678,1.356.294.115.782.860
2023-07-04 14:49:41.992797118,MG,Online,Serviços,Distribuidor,Produto_28,3,6.783.874.913.100.980,41.615.492.271.808.600,2.622.325.685.920.110
2023-07-04 14:49:41.992797118,MG,Loja Física,Acessórios,Varejo,Produto_34,4,7.457.085.608.255.100,5.616.007.954.335.940,1.841.077.653.919.150
2023-07-04 21:50:20.888355342,RJ,Online,Serviços,Varejo,Produto_80,3,5.324.701.300.833.910,40.406.633.741.297.600,1.284.037.926.704.140
2023-07-05 04:50:59.783913566,RJ,Marketplace,Acessórios,Varejo,Produto_41,12,23.250.142.637.963.400,13.655.558.430.932.600,9.594.584.207.030.800
2023-07-05 18:52:17.575030012,RS,Loja Física,Informática,Varejo,Produto_85,14,16.496.087.457.977.700,965.122.428.441.579,6.844.863.173.561.910
2023-07-05 18:52:17.575030012,MG,Loja Física,Móveis,Distribuidor,Produto_108,8,1.544.291.833.678.240,10.106.198.219.034.200,5.336.720.117.748.120
2023-07-06 01:52:56.470588236,RJ,Loja Física,Acessórios,Varejo,Produto_39,3,4.397.930.595.231.640,3.076.191.953.345.520,13.217.386.418.861.100
2023-07-06 01:52:56.470588236,RS,Online,Informática,Corporativo,Produto_92,2,3.422.175.684.038.580,27.249.179.939.900.600,6.972.576.900.485.220
2023-07-06 15:54:14.261704682,ES,Marketplace,Móveis,Distribuidor,Produto_94,7,10.818.563.412.043.700,7.038.981.285.121.350,3.779.582.126.922.430
2023-07-06 22:54:53.157262904,SP,Online,Móveis,Distribuidor,Produto_95,10,4.429.411.279.169.940,35.060.059.335.831.100,9.234.053.455.868.340
2023-07-07 05:55:32.052821128,BA,Representante,Serviços,Varejo,Produto_49,10,1.413.960.633.046.250,930.797.310.365.288,483.163.322.680.967
2023-07-07 19:56:49.843937574,RS,Online,Acessórios,Distribuidor,Produto_32,5,9.654.448.131.579.490,7.122.383.980.440.000,2.532.064.151.139.480
2023-07-07 19:56:49.843937574,PR,Representante,Eletrônicos,Varejo,Produto_19,3,36.061.933.444.405.500,20.288.837.575.833.000,15.773.095.868.572.500
2023-07-07 19:56:49.843937574,SC,Online,Eletrônicos,Corporativo,Produto_20,11,17.809.066.662.475.000,11.353.752.838.219.800,645.531.382.425.523
2023-07-08 02:57:28.739495798,BA,Loja Física,Informática,Varejo,Produto_10,2,17.619.507.380.109.900,12.926.249.824.524.100,46.932.575.555.857.700
2023-07-08 09:58:07.635054022,SC,Marketplace,Eletrônicos,Corporativo,Produto_98,8,10.230.673.312.806.900,6.200.917.245.369.170,402.975.606.743.781
2023-07-08 09:58:07.635054022,SP,Online,Informática,Corporativo,Produto_75,8,1.826.696.018.454.340,13.415.122.327.223.000,4.851.837.857.320.450
2023-07-08 09:58:07.635054022,SC,Online,Acessórios,Varejo,Produto_55,5,12.332.616.761.436.500,10.289.927.188.303.600,20.426.895.731.328.800
2023-07-08 16:58:46.530612244,SP,Loja Física,Acessórios,Distribuidor,Produto_94,2,2.572.747.944.529.370,1.847.948.695.278.420,7.247.992.492.509.500
2023-07-08 23:59:25.426170468,BA,Marketplace,Acessórios,Corporativo,Produto_97,11,1.743.754.630.691.930,9.822.931.483.849.580,7.614.614.823.069.720
